review_group	review_pdf	review_id	analysis_id	comparison_id	comparison	comparison_label_clean	outcome	study_order	study_label_raw	matched_reference_block_label	study_matched_pmids	study_pmcids	rob_A	rob_B	rob_C	rob_D	rob_E	rob_F	rob_G	rob_H	rob_I	rob_J	rob_symbols_json	rob_legend_json	rob_extraction_status	rob_extraction_notes	source_excerpt
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.3	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Nausea (random-effects model)	1	Balayla 2015	Balayla 2015	.	.	+	+	-	?	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""?"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)""}"	extracted	.	A + + +B + ? +C - - -D ? - ?E + + +F ? ? ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias)
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.3	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Nausea (random-effects model)	2	MacMillan 2000	MacMillan 2000	11004367	.	+	?	-	-	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""?"", ""C"": ""-"", ""D"": ""-"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)""}"	extracted	.	A + + +B + ? +C - - -D ? - ?E + + +F ? ? ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias)
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.3	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Nausea (random-effects model)	3	Pearl 1998	Pearl 1998	9649101	.	+	+	-	?	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""?"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)""}"	extracted	.	A + + +B + ? +C - - -D ? - ?E + + +F ? ? ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias)
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.4	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Vomiting	1	Amatyakul 2001	Amatyakul 2001	.	.	+	+	-	?	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""?"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.35 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + + + +B + + ? +C - - - -D ? ? - ?E + + + +F ? ? ? ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.35 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.4	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Vomiting	2	Balayla 2015	Balayla 2015	.	.	+	+	-	?	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""?"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.35 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + + + +B + + ? +C - - - -D ? ? - ?E + + + +F ? ? ? ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.35 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.4	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Vomiting	3	MacMillan 2000	MacMillan 2000	11004367	.	+	?	-	-	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""?"", ""C"": ""-"", ""D"": ""-"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.35 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + + + +B + + ? +C - - - -D ? ? - ?E + + + +F ? ? ? ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.35 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.4	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Vomiting	4	Pearl 1998	Pearl 1998	9649101	.	+	+	-	?	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""?"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.35 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + + + +B + + ? +C - - - -D ? ? - ?E + + + +F ? ? ? ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.35 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.5	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Abdominal distension	1	Amatyakul 2001	Amatyakul 2001	.	.	+	+	-	?	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""?"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)""}"	extracted	.	A + + + +B + + ? +C - - - -D ? ? - ?E + + + +F ? ? ? ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias)
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.5	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Abdominal distension	2	Balayla 2015	Balayla 2015	.	.	+	+	-	?	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""?"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)""}"	extracted	.	A + + + +B + + ? +C - - - -D ? ? - ?E + + + +F ? ? ? ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias)
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.5	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Abdominal distension	3	MacMillan 2000	MacMillan 2000	11004367	.	+	?	-	-	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""?"", ""C"": ""-"", ""D"": ""-"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)""}"	extracted	.	A + + + +B + + ? +C - - - -D ? ? - ?E + + + +F ? ? ? ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias)
